Date,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
2022-01-03,165.888299875259,79.11578859101522,144.36663553202428,42.61689272262977,157.7721769744208,168.18954945659698,79.24075939613243,144.51369233464425,42.713968442354584,161.50285409208672,165.49055606681378,78.13387220349499,139.9645507335971,41.9324966780054,157.66668164682255,167.7633819580078,79.09793853759766,140.8567352294922,41.98588943481445,161.32064819335938,2667500,2661600,850400,3852600,3236400
2022-01-04,168.2652972205083,78.99974486926453,141.67049281847775,42.189744360489335,162.76878903082454,170.00781247808965,80.28516662612569,143.6509426508305,42.48583007554483,166.92144722946264,164.89393256498334,78.99974486926453,141.11164701548665,42.01500512854836,162.6537085466521,166.2481689453125,79.1336441040039,143.22935485839844,42.11693572998047,166.4994659423828,3889300,2349200,774000,4343000,4799500
2022-01-05,166.03035042486414,79.14256953906892,143.70975693965588,42.116935300992004,167.55442379272276,167.79178099070907,80.59759058180157,144.63135279645545,42.325651397951106,169.08888394817825,163.57757541324807,79.14256953906892,140.48417144085732,41.29663560166964,164.47588905147202,163.68174743652344,79.86561584472656,140.62142944335938,41.3160514831543,164.72523498535156,3655200,3343300,1050900,3522800,4491900
2022-01-06,163.9279635180416,79.89239136004865,140.94497325419664,41.26751056830858,165.8885880824641,165.68940835597482,80.61543763884033,143.16072887566122,41.57816097368355,166.9942644617013,162.92411755426576,79.36572970275532,140.4057549895046,41.16557996633276,163.20614885094872,164.2025909423828,79.60674285888672,142.30775451660156,41.35002899169922,166.23471069335938,3584400,3296300,761100,4033000,2649400
2022-01-07,163.92797716364345,79.43715065526249,142.25873484053594,40.46176744123394,165.8405290092656,164.55299484182345,81.47239743436774,142.96463737969776,40.825806852927,168.59988603477888,157.20417821875594,79.05330977601729,139.53317252099427,39.74824960180348,165.2348107663719,159.89369201660156,81.0528564453125,139.5919952392578,39.85988998413086,167.6576690673828,6747500,3109600,834300,6535800,3043000
2022-01-10,159.20236393617677,81.15103256030173,138.27823703876066,39.413335114165676,169.41712602452796,161.68353349565038,81.61520880948075,138.60177698196833,39.77737455316302,169.41712602452796,156.61702236350465,80.64221415678244,135.74877013732086,39.03958958620336,163.92723958116056,161.3710174560547,80.78504180908203,137.48410034179688,39.762813568115234,167.04234313964844,6017100,3206500,973300,4771400,4269400
2022-01-11,159.8274165446619,80.57974149051343,137.82723369058482,39.76281506245687,167.8114657509536,164.8087006104577,80.90109694855403,139.87630475277686,40.107438633275045,168.94598430667153,159.53384477437737,79.60675349451155,135.88600926113966,39.28713891808282,165.84050511418027,164.42990112304688,80.13341522216797,139.78807067871094,40.09773254394531,168.6190948486328,3789300,2231600,883600,3416400,2762700
2022-01-12,166.09666510477476,80.07094943592865,141.0037612381471,40.28703411604284,169.4363331575686,166.09666510477476,80.70473888542031,142.43516351917663,40.568558857670155,170.00359981980247,162.8578812943919,79.41038830383883,140.22922243567615,39.87931169288681,167.45574846084477,164.54356384277344,80.59761810302734,140.79786682128906,40.22878646850586,167.7441864013672,1993400,2244200,828600,3727200,3224300
2022-01-13,166.30500967684375,80.57080944548525,141.1508711384468,40.18995612431578,168.1768177174582,166.930041936011,81.74911036906889,141.94500783391197,40.37925633905953,169.58054105129423,160.27253945348866,80.25838246014064,139.8371137666896,39.612345687779325,166.1866240180041,160.78392028808594,81.10639953613281,141.23910522460938,39.73369216918945,166.60964965820312,3954000,2937700,839900,3316600,3808800
2022-01-14,159.48651714348992,81.34741628552244,139.9547302356143,39.379359769799564,162.2062497147678,162.99992847854142,81.50809400085186,140.49396336162152,40.01521786599741,162.2062497147678,159.1834659440941,80.588663056066,136.89582953535222,39.19976934300238,158.36044938853414,162.88629150390625,81.2135238647461,138.76841735839844,39.61234664916992,161.90818786621094,2869600,4088400,938100,4938400,6508500
2022-01-18,159.75164969764964,80.79397290034515,137.31740343071823,39.19006514917735,161.43707318051722,161.10587155849146,81.07069297279084,137.38603990187647,39.19006514917735,162.42736550785114,157.3651725268369,79.6245935924281,134.66047785298443,38.52993988372307,158.48541463572937,157.6776885986328,80.6243667602539,136.8271942138672,38.75807189941406,159.76414489746094,4160300,2558800,1036500,3603200,4336300
