Date,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
2022-01-03,41.042146793799475,109.26753339572119,4.460999965667725,61.56157504640646,236.9566080303117,42.07842078419212,110.515288336633,4.561999797821045,61.59752423418984,237.59014983675596,40.41467837197177,107.68204016768142,4.420000076293945,60.537047192702815,233.60367599096676,41.83123779296875,109.46454620361328,4.561999797821045,61.26499938964844,236.43028259277344,10571400,5475700,2522000,3616600,351600
2022-01-04,42.506240673907406,109.67094792992147,4.669000148773193,61.13019164961238,236.73243773687892,43.29533166726524,109.81167341597232,4.752999782562256,62.11877717213913,242.01524963274875,42.28757782225503,107.10976698810177,4.650000095367432,61.04931111955464,236.4692675774008,42.45870590209961,107.1754379272461,4.714000225067139,61.26499938964844,238.95472717285156,11207000,8367600,3054000,5259900,478200
2022-01-05,42.73441223307602,107.32554185846669,4.73799991607666,60.797670909882044,238.62331403407427,42.97208971643388,107.85090934634995,4.798999786376953,61.983966626614105,239.39331162561928,41.641094358961666,103.5729005847972,4.519999980926514,60.797670909882044,232.82390390047064,41.82173156738281,103.61042785644531,4.535999774932861,61.33689498901367,232.86289978027344,9702000,8662300,2963000,4542900,554000
2022-01-06,42.287580732067326,103.19763344610155,4.540999889373779,61.40879614078196,233.10661094995908,42.47772345905288,104.96137224099161,4.609000205993652,61.74131412871688,235.38737950493723,40.9470797654919,103.18824983893437,4.493000030517578,60.941463556204496,229.88039293138712,41.726661682128906,104.26713562011719,4.510000228881836,61.26499938964844,232.42433166503906,6750700,6099900,1548000,4015300,459900
2022-01-07,42.01187306173495,101.5277133687366,4.510000228881836,61.004372340303284,231.22544458223788,43.42843253950973,102.92557027435898,4.541999816894531,62.13674774658412,232.02469662252764,41.935818148568075,100.83347671969932,4.40500020980835,60.63590516809043,226.907579875407,43.11469650268555,100.91790771484375,4.4079999923706055,61.68739318847656,228.86669921875,7479100,11266400,1360000,4380300,416900
2022-01-10,43.37138756717069,100.02664753695875,4.388000011444092,61.64244802621078,227.31692589138703,43.45695160904676,100.39252945857822,4.420000076293945,62.21762810368765,227.86274924641629,42.106945200191824,97.96269071086479,4.26800012588501,61.44473780252837,221.74170469775214,43.0101203918457,99.47312927246094,4.418000221252441,61.58852767944336,225.6599578857422,7710800,8499400,1695000,5599200,476800
2022-01-11,43.11469334026841,99.48252182379665,4.400000095367432,61.58852995074366,225.9133550144863,43.97033371732787,99.60448008943726,4.510000228881836,61.723337679239364,228.98361859709834,43.0576530662448,97.29660654648507,4.383999824523926,60.41122329220005,223.09650515020192,43.57103729248047,97.606201171875,4.491000175476074,60.79766845703125,228.8081817626953,6813200,13073200,2053000,4071900,465900
2022-01-12,43.29533393878963,97.98147508304976,4.533999919891357,60.49210681967025,229.82187328805023,43.66611025568242,98.80705366351081,4.5370001792907715,61.05829793615086,237.18077694847764,42.51575203489434,97.26847117043583,4.436999797821045,60.37527710602811,229.5294785363359,42.981597900390625,97.44672393798828,4.484000205993652,60.91450119018555,235.5627899169922,7831000,11810500,1861000,3043500,718000
2022-01-13,43.08617752324091,97.70940766272275,4.519000053405762,60.995381338984195,234.4419110278157,44.19851012494491,98.19724792423249,4.565000057220459,61.58852570421978,235.8649633117287,43.01012260802703,95.77679236025963,4.485000133514404,60.6988057280637,228.65225680197852,43.53301239013672,96.067626953125,4.5289998054504395,61.4267578125,228.9056854248047,8185900,9818500,1677000,3617800,387000
2022-01-14,43.31435186046438,95.607927316054,4.550000190734863,61.47169796367324,227.23895479747387,43.64709893249572,95.607927316054,4.591000080108643,61.777255737435276,230.016823931148,42.75343277713219,92.96230818548685,4.546000003814697,61.040314619802885,226.54691917947287,43.5615348815918,93.92861938476562,4.557000160217285,61.70536422729492,228.5840301513672,6241100,13703200,3038000,5700600,425000
